skip_reason,win_profile,n_races,mean_model_ev,share_ev_ge_1,win_hit_rate,place_hit_rate,hypothetical_win_roi_pct,hypothetical_place_roi_pct,missed_wins,missed_places
upset_profile,荒,64,2.048293860409987,0.984375,0.515625,0.765625,91.09375,88.4375,33,49
