jockey_name,track_condition,n_bets,n_races,hit_rate,mean_odds,total_stake,total_return,roi_pct,profit_yen,overall_roi_pct,roi_lift,roi_lift_gt_threshold
下原理,soft,191,191,0.20418848167539266,20.961256544502618,19100,14840,77.69633507853403,-4260,66.17791869667208,1.174052261066971,TRUE
大柿一真,soft,129,129,0.08527131782945736,60.01627906976744,12900,9840,76.27906976744187,-3060,66.17791869667208,1.1526362761130133,TRUE
下原理,yielding,498,498,0.17269076305220885,21.041365461847388,49800,37850,76.00401606425703,-11950,66.17791869667208,1.148479999992491,FALSE
永井孝典,good,773,773,0.07632600258732213,51.66985769728331,77300,56980,73.71280724450195,-20320,66.17791869667208,1.1138580465542622,FALSE
▲高橋愛叶,good,246,246,0.06097560975609756,72.67764227642276,24600,18130,73.69918699186991,-6470,66.17791869667208,1.113652233907079,FALSE
川原正一,yielding,267,267,0.08239700374531835,63.350187265917604,26700,19600,73.40823970037454,-7100,66.17791869667208,1.109255793263049,FALSE
井上幹太,yielding,324,324,0.06481481481481481,80.92685185185185,32400,23580,72.77777777777777,-8820,66.17791869667208,1.099729021569208,FALSE
笹田知宏,good,536,536,0.1417910447761194,33.26044776119403,53600,38730,72.25746268656717,-14870,66.17791869667208,1.091866654461601,FALSE
下原理,good,1047,1047,0.17382999044890163,20.557211079274115,104700,74710,71.35625596943649,-29990,66.17791869667208,1.0782487176198368,FALSE
笹田知宏,soft,138,138,0.13768115942028986,26.259420289855072,13800,9760,70.72463768115942,-4040,66.17791869667208,1.0687044723380819,FALSE
小谷周平,yielding,299,299,0.05351170568561873,120.78428093645485,29900,20970,70.13377926421404,-8930,66.17791869667208,1.0597761405231514,FALSE
中田貴士,yielding,218,218,0.05045871559633028,68.8894495412844,21800,15270,70.04587155963303,-6530,66.17791869667208,1.0584477864994484,FALSE
廣瀬航,yielding,568,568,0.1443661971830986,31.859507042253522,56800,39760,70,-17040,66.17791869667208,1.0577546314329787,FALSE
吉村智洋,yielding,551,551,0.2577132486388385,7.824500907441016,55100,38410,69.70961887477314,-16690,66.17791869667208,1.0533667460031295,FALSE
▲新庄海誠,good,211,211,0.08056872037914692,51.91279620853081,21100,14700,69.66824644549763,-6400,66.17791869667208,1.0527415763077037,FALSE
☆長尾翼玖,good,118,118,0.059322033898305086,82.94406779661017,11800,8220,69.66101694915254,-3580,66.17791869667208,1.052632332975676,FALSE
杉浦健太,heavy,64,64,0.109375,45.746875,6400,4400,68.75,-2000,66.17791869667208,1.0388661558716754,FALSE
川原正一,heavy,40,40,0.15,37.9175,4000,2730,68.25,-1270,66.17791869667208,1.031310765647154,FALSE
中田貴士,good,447,447,0.08053691275167785,84.03221476510068,44700,30410,68.03131991051454,-14290,66.17791869667208,1.0280063388263623,FALSE
長谷部駿,yielding,258,258,0.10077519379844961,50.87906976744186,25800,17540,67.98449612403101,-8260,66.17791869667208,1.0272987948690169,FALSE
竹村達也,heavy,59,59,0.0847457627118644,51.215254237288136,5900,4000,67.79661016949152,-1900,66.17791869667208,1.0244596914605117,FALSE
田野豊三,good,752,752,0.09973404255319149,47.9625,75200,50870,67.64627659574468,-24330,66.17791869667208,1.0221880338335034,FALSE
中田貴士,soft,97,97,0.061855670103092786,65.58350515463917,9700,6510,67.11340206185567,-3190,66.17791869667208,1.0141358837450207,FALSE
大柿一真,yielding,325,325,0.05846153846153846,60.65169230769231,32500,21810,67.10769230769232,-10690,66.17791869667208,1.0140496049034402,FALSE
小牧太,yielding,374,374,0.2540106951871658,8.84572192513369,37400,24960,66.7379679144385,-12440,66.17791869667208,1.0084627807703264,FALSE
▲土方颯太,good,164,164,0.10365853658536585,39.00548780487805,16400,10910,66.52439024390245,-5490,66.17791869667208,1.0052354554820382,FALSE
鴨宮祥行,good,888,888,0.11711711711711711,30.06475225225225,88800,58590,65.97972972972973,-30210,66.17791869667208,0.9970052100331115,FALSE
石堂響,soft,126,126,0.05555555555555555,96.10873015873015,12600,8290,65.7936507936508,-4310,66.17791869667208,0.9941934120838314,FALSE
石堂響,yielding,271,271,0.033210332103321034,100.53948339483395,27100,17680,65.239852398524,-9420,66.17791869667208,0.9858250861220381,FALSE
△高橋愛叶,good,119,119,0.08403361344537816,58.33613445378151,11900,7710,64.78991596638656,-4190,66.17791869667208,0.9790261954799838,FALSE
吉村智洋,good,1119,1119,0.26273458445040215,8.703038427167114,111900,72240,64.55764075067025,-39660,66.17791869667208,0.9755163356915406,FALSE
永井孝典,heavy,52,52,0.09615384615384616,38.948076923076925,5200,3320,63.84615384615384,-1880,66.17791869667208,0.9647652132850243,FALSE
笹田知宏,yielding,307,307,0.13029315960912052,35.361237785016286,30700,19370,63.09446254071661,-11330,66.17791869667208,0.9534065710031082,FALSE
杉浦健太,soft,207,207,0.0821256038647343,50.90772946859904,20700,12980,62.70531400966184,-7720,66.17791869667208,0.9475262329882721,FALSE
松木大地,good,581,581,0.05163511187607573,91.01290877796902,58100,36320,62.512908777969024,-21780,66.17791869667208,0.9446188397749148,FALSE
田野豊三,soft,160,160,0.08125,48.09375,16000,9950,62.18749999999999,-6050,66.17791869667208,0.9397016591748336,FALSE
竹村達也,good,636,636,0.0660377358490566,67.887106918239,63600,39370,61.90251572327043,-24230,66.17791869667208,0.935395324337744,FALSE
山本咲希,good,744,744,0.09543010752688172,44.119623655913976,74400,45810,61.57258064516129,-28590,66.17791869667208,0.930409747809999,FALSE
大山龍太,good,509,509,0.10609037328094302,69.87937131630649,50900,30940,60.785854616895875,-19960,66.17791869667208,0.9185217035233331,FALSE
大山真吾,yielding,361,361,0.09141274238227147,63.141828254847645,36100,21570,59.75069252077563,-14530,66.17791869667208,0.9028795963596894,FALSE
下原理,heavy,73,73,0.1643835616438356,14.572602739726028,7300,4260,58.35616438356165,-3040,66.17791869667208,0.8818071878482366,FALSE
佐々木世,yielding,311,311,0.06430868167202572,59.38745980707395,31100,18070,58.10289389067525,-13030,66.17791869667208,0.8779800730360094,FALSE
大山龍太,soft,112,112,0.10714285714285714,58.38482142857143,11200,6460,57.67857142857142,-4740,66.17791869667208,0.8715682294715614,FALSE
大山真吾,good,736,736,0.07336956521739131,85.87730978260869,73600,42420,57.63586956521739,-31180,66.17791869667208,0.8709229709896535,FALSE
大柿一真,good,648,648,0.08796296296296297,62.222993827160494,64800,37330,57.608024691358025,-27470,66.17791869667208,0.8705022132141335,FALSE
山本咲希,soft,155,155,0.07741935483870968,43.44451612903226,15500,8920,57.54838709677419,-6580,66.17791869667208,0.8696010426158681,FALSE
吉村智洋,heavy,89,89,0.19101123595505617,7.5415730337078655,8900,5100,57.30337078651685,-3800,66.17791869667208,0.865898654945135,FALSE
石堂響,good,595,595,0.03865546218487395,95.28285714285714,59500,33510,56.319327731092436,-25990,66.17791869667208,0.8510289963822116,FALSE
佐々木世,heavy,48,48,0.0625,39.85625,4800,2610,54.37499999999999,-2190,66.17791869667208,0.8216486869166887,FALSE
☆山本屋太,soft,108,108,0.046296296296296294,78.5425925925926,10800,5800,53.70370370370371,-5000,66.17791869667208,0.8115048759671001,FALSE
★塩津璃菜,yielding,234,234,0.042735042735042736,86.33931623931623,23400,12340,52.73504273504274,-11060,66.17791869667208,0.7968676527401073,FALSE
▲土方颯太,yielding,113,113,0.07964601769911504,50.209734513274334,11300,5910,52.30088495575222,-5390,66.17791869667208,0.7903071898570043,FALSE
小牧太,soft,146,146,0.18493150684931506,8.666438356164383,14600,7520,51.50684931506849,-7080,66.17791869667208,0.7783086916219177,FALSE
杉浦健太,yielding,438,438,0.091324200913242,50.92625570776256,43800,22430,51.210045662100455,-21370,66.17791869667208,0.7738237567854439,FALSE
☆小谷哲平,yielding,77,77,0.03896103896103896,70.00909090909092,7700,3920,50.90909090909091,-3780,66.17791869667208,0.7692760955876208,FALSE
★塩津璃菜,soft,95,95,0.06315789473684211,92.02421052631578,9500,4820,50.73684210526316,-4680,66.17791869667208,0.7666732817303694,FALSE
☆新庄海誠,yielding,150,150,0.11333333333333333,72.59666666666666,15000,7610,50.73333333333333,-7390,66.17791869667208,0.766620261448092,FALSE
渡瀬和幸,heavy,31,31,0.06451612903225806,68.50645161290322,3100,1520,49.03225806451613,-1580,66.17791869667208,0.7409156865336993,FALSE
佐々木世,soft,155,155,0.08387096774193549,56.63612903225806,15500,7570,48.83870967741936,-7930,66.17791869667208,0.7379910193500138,FALSE
大柿一真,heavy,50,50,0.1,42.29,5000,2440,48.8,-2560,66.17791869667208,0.7374060859132765,FALSE
☆山本屋太,yielding,144,144,0.05555555555555555,89.69375,14400,6820,47.36111111111111,-7580,66.17791869667208,0.7156633518227097,FALSE
鴨宮祥行,heavy,78,78,0.11538461538461539,34.416666666666664,7800,3670,47.05128205128205,-4130,66.17791869667208,0.7109815929228995,FALSE
井上幹太,good,623,623,0.060995184590690206,71.17094703049759,62300,28510,45.76243980738363,-33790,66.17791869667208,0.6915061807418992,FALSE
長尾翼玖,yielding,127,127,0.023622047244094488,118.9779527559055,12700,5570,43.85826771653543,-7130,66.17791869667208,0.6627326543398977,FALSE
☆新庄海誠,good,319,319,0.06896551724137931,70.15579937304075,31900,13770,43.16614420062696,-18130,66.17791869667208,0.6522741278473854,FALSE
△小谷哲平,yielding,43,43,0.06976744186046512,49.632558139534886,4300,1830,42.55813953488372,-2470,66.17791869667208,0.6430867028313458,FALSE
笹田知宏,heavy,36,36,0.08333333333333333,29.225,3600,1480,41.11111111111111,-2120,66.17791869667208,0.6212209740161937,FALSE
高畑皓一,good,465,465,0.023655913978494623,140.6337634408602,46500,18980,40.817204301075265,-27520,66.17791869667208,0.6167798127372637,FALSE
土方颯太,good,94,94,0.05319148936170213,75.84042553191489,9400,3830,40.74468085106383,-5570,66.17791869667208,0.6156839268067338,FALSE
鴨宮祥行,soft,171,171,0.11695906432748537,26.818713450292396,17100,6930,40.526315789473685,-10170,66.17791869667208,0.6123842603033034,FALSE
☆長尾翼玖,yielding,70,70,0.05714285714285714,87.66285714285715,7000,2830,40.42857142857143,-4170,66.17791869667208,0.6109072667255775,FALSE
☆土方颯太,good,319,319,0.07836990595611286,71.18025078369907,31900,12670,39.71786833855799,-19230,66.17791869667208,0.6001679883679283,FALSE
板野央,yielding,120,120,0.03333333333333333,105.52333333333334,12000,4760,39.666666666666664,-7240,66.17791869667208,0.5993942911453545,FALSE
新庄海誠,good,56,56,0.05357142857142857,67,5600,2160,38.57142857142858,-3440,66.17791869667208,0.5828443887487842,FALSE
▲新庄海誠,yielding,105,105,0.06666666666666667,50.67047619047619,10500,3960,37.714285714285715,-6540,66.17791869667208,0.5698922912210334,FALSE
井上幹太,soft,135,135,0.07407407407407407,82.1037037037037,13500,4830,35.77777777777777,-8670,66.17791869667208,0.5406301449546335,FALSE
川原正一,soft,124,124,0.0967741935483871,46.91451612903226,12400,4370,35.24193548387097,-8030,66.17791869667208,0.5325331496960963,FALSE
新庄海誠,yielding,51,51,0.0392156862745098,101.6156862745098,5100,1780,34.90196078431372,-3320,66.17791869667208,0.5273958666528576,FALSE
山田雄大,good,422,422,0.04265402843601896,110.65023696682465,42200,14250,33.76777251184834,-27950,66.17791869667208,0.5102573966797544,FALSE
永井孝典,yielding,364,364,0.054945054945054944,59.35879120879121,36400,11960,32.857142857142854,-24440,66.17791869667208,0.49649707189711234,FALSE
松木大地,heavy,47,47,0.06382978723404255,91.36170212765957,4700,1540,32.76595744680851,-3160,66.17791869667208,0.4951191891813942,FALSE
松木大地,yielding,301,301,0.06976744186046512,97.79003322259136,30100,9700,32.22591362126246,-20400,66.17791869667208,0.4869587055007068,FALSE
竹村達也,soft,150,150,0.06666666666666667,59.564,15000,4710,31.4,-10290,66.17791869667208,0.4744785060999361,FALSE
山田雄大,yielding,183,183,0.0273224043715847,107.45573770491804,18300,5630,30.76502732240437,-12670,66.17791869667208,0.4648835733776479,FALSE
▲小谷哲平,good,327,327,0.05198776758409786,57.245565749235475,32700,9600,29.357798165137616,-23100,66.17791869667208,0.4436192425406988,FALSE
△小谷哲平,good,111,111,0.05405405405405406,57.78198198198198,11100,3170,28.558558558558563,-7930,66.17791869667208,0.43154210831950357,FALSE
土方颯太,yielding,80,80,0.0875,80.005,8000,2250,28.125,-5750,66.17791869667208,0.4249907001293218,FALSE
☆高橋愛叶,yielding,62,62,0.03225806451612903,97.64193548387097,6200,1400,22.58064516129032,-4800,66.17791869667208,0.3412111714299931,FALSE
大山真吾,heavy,59,59,0.1016949152542373,53.45762711864407,5900,1280,21.694915254237287,-4620,66.17791869667208,0.3278271012673638,FALSE
☆長尾翼玖,soft,38,38,0.02631578947368421,59.8,3800,790,20.789473684210527,-3010,66.17791869667208,0.3141451724932531,FALSE
▲新庄海誠,soft,48,48,0.0625,32.49375,4800,950,19.791666666666664,-3850,66.17791869667208,0.2990675297206338,FALSE
☆新庄海誠,soft,65,65,0.046153846153846156,52.29692307692308,6500,1280,19.692307692307693,-5220,66.17791869667208,0.29756613807345333,FALSE
渡瀬和幸,good,452,452,0.024336283185840708,88.66017699115044,45200,8670,19.181415929203542,-36530,66.17791869667208,0.28984616480796227,FALSE
高畑皓一,yielding,239,239,0.008368200836820083,138.74435146443514,23900,4580,19.16317991631799,-19320,66.17791869667208,0.28957060442098276,FALSE
☆小谷哲平,soft,37,37,0.08108108108108109,70.91621621621621,3700,690,18.64864864864865,-3010,66.17791869667208,0.2817956354010638,FALSE
△新庄海誠,good,53,53,0.07547169811320754,77.7622641509434,5300,950,17.92452830188679,-4350,66.17791869667208,0.2708536118224608,FALSE
長尾翼玖,good,267,267,0.03745318352059925,86.95355805243446,26700,4760,17.827715355805243,-21940,66.17791869667208,0.26939069264959753,FALSE
松本幸祐,good,215,215,0.009302325581395349,145.1339534883721,21500,3830,17.813953488372093,-17670,66.17791869667208,0.26918274009224635,FALSE
渡瀬和幸,yielding,213,213,0.028169014084507043,104.8906103286385,21300,3500,16.431924882629108,-17800,66.17791869667208,0.24829920925656776,FALSE
▲南部楓馬,yielding,53,53,0.05660377358490566,71.62641509433962,5300,730,13.773584905660377,-4570,66.17791869667208,0.2081296175056804,FALSE
板野央,soft,63,63,0.031746031746031744,87.67460317460318,6300,670,10.634920634920634,-5630,66.17791869667208,0.16070195080727792,FALSE
▲高橋洸佑,good,39,39,0.02564102564102564,44.235897435897435,3900,390,10,-3510,66.17791869667208,0.15110780449042552,FALSE
石堂響,heavy,61,61,0.03278688524590164,72.42295081967212,6100,430,7.049180327868852,-5670,66.17791869667208,0.10651861628013601,FALSE
☆小谷哲平,good,70,70,0.04285714285714286,70.77285714285715,7000,420,6,-6580,66.17791869667208,0.0906646826942553,FALSE
松本幸祐,yielding,113,113,0.008849557522123894,151.12743362831858,11300,430,3.8053097345132745,-10870,66.17791869667208,0.05750119993883449,FALSE
長谷部駿,heavy,43,43,0.023255813953488372,36.211627906976744,4300,110,2.558139534883721,-4190,66.17791869667208,0.038655484869643736,FALSE
▲高橋愛叶,soft,81,81,0,72.13086419753087,8100,0,0,-8100,66.17791869667208,0,FALSE
▲高橋洸佑,yielding,45,45,0,58.96222222222222,4500,0,0,-4500,66.17791869667208,0,FALSE
土方颯太,soft,33,33,0,92.17575757575757,3300,0,0,-3300,66.17791869667208,0,FALSE
松本幸祐,soft,54,54,0,114.89444444444445,5400,0,0,-5400,66.17791869667208,0,FALSE
長尾翼玖,soft,52,52,0,111.60192307692307,5200,0,0,-5200,66.17791869667208,0,FALSE
高畑皓一,soft,108,108,0,128.2277777777778,10800,0,0,-10800,66.17791869667208,0,FALSE
