win_high_lab,n_races,win_hit_rate,win_roi_pct,sanren_hit_rate,sanren_roi_pct,wide_roi_pct
high,2936,0.49216621253405995,81.10834371108344,0.3760217983651226,80.54576757532281,84.81864485260071
normal,820,0.33902439024390246,89.72789115646258,0.25365853658536586,86.359308443999,92.39285714285714
