exotic_profile,n_races,win_hit_rate,win_roi_pct,sanren_hit_rate,sanren_roi_pct,wide_roi_pct
堅,386,0.5362694300518135,85.88068181818181,0.44041450777202074,76.68398268398269,80.33513513513513
荒,110,0.43636363636363634,85,0.36363636363636365,186.20404411764707,79.72727272727272
