snapshot,days,races,top3_final_rate,top3_live_rate,mean_mark_match,mean_win_prof_match,mean_ex_prof_match,mean_ex_conf_match
t_minus_10,15,176,0.7386363636363636,0.6988636363636364,74.82386363636364,66.36931818181819,65.94318181818181,74.39772727272727
t_minus_20,15,177,0.7401129943502824,0.6949152542372882,75.00564971751412,68.9322033898305,63.88135593220339,76.27118644067797
t_minus_30,15,177,0.7401129943502824,0.6779661016949152,72.2090395480226,77.49152542372882,73.40112994350282,71.80790960451978
