date,race_no,race_name,win_profile,exotic_profile,is_volatile,win_prob_top,prob_gap,exotic_prob_top,exotic_prob_gap,pred_umaban,actual_1st,pred_odds,sanrenpuku_invest_yen,sanrenpuku_return_yen,sp_loss,sanrenpuku_hit,wide_hit,win_hit
20260717,4,C3三,堅,堅,TRUE,0.9997106842509332,0.9994372917806312,0.9999344070732888,0.9998690241979707,7,7,1.6,600,0,600,FALSE,TRUE,TRUE
20260717,7,C2二,堅,堅,FALSE,0.9978708778914366,0.9958932882945408,0.9842566184883031,0.9685326051539636,9,2,1.9,600,0,600,FALSE,FALSE,FALSE
20260717,8,プルメリア賞C2一,堅,堅,TRUE,0.9031022040389166,0.8074845832261902,0.986888205129974,0.9790878324079232,1,3,1.6,600,0,600,FALSE,FALSE,FALSE
20260717,9,キキョウ賞C2,堅,堅,FALSE,0.9978246403361734,0.9956533281789096,0.999895097851942,0.999790646283081,3,8,2.2,600,0,600,FALSE,FALSE,FALSE
20260717,11,夕凪特別A1A2,堅,堅,TRUE,0.99924267399781,0.99892736985643,0.9983132809488184,0.9972451786462012,7,7,1.6,600,0,600,FALSE,TRUE,TRUE
20260722,7,C2一,堅,堅,TRUE,0.921740812493491,0.8439382336359309,0.9759800677564971,0.951960529855592,9,9,1.7,600,0,600,FALSE,TRUE,TRUE
20260722,9,C2二,堅,堅,TRUE,0.9986334804616336,0.9972765209091534,0.9998895890655416,0.999779192727698,10,9,2.4,600,0,600,FALSE,FALSE,FALSE
20260722,11,大暑特別B1B2,堅,堅,TRUE,0.7611520702492938,0.5226789451890824,0.9815388176261168,0.9634545023500914,11,4,2.2,600,0,600,FALSE,FALSE,FALSE
20260723,6,C2二,堅,堅,TRUE,0.9999997701139344,0.9999996350768834,0.9999999280039584,0.9999998625858604,10,12,1.1,600,0,600,FALSE,TRUE,FALSE
20260723,7,C2二,堅,堅,TRUE,0.9580019351961144,0.9165646704339108,0.9991605295890144,0.9986179618199326,9,3,1.7,600,0,600,FALSE,FALSE,FALSE
20260723,8,C2一,堅,堅,FALSE,0.9999807001245166,0.9999632261821269,0.9999988425560992,0.9999980507576852,4,7,1.6,600,0,600,FALSE,FALSE,FALSE
20260723,10,JRA交流 六甲山特別,堅,堅,FALSE,0.9976159426525784,0.9955443931155916,0.9977598666610784,0.9959664000329532,4,5,1.6,600,0,600,FALSE,TRUE,FALSE
20260723,11,納涼特別B1B2,堅,堅,FALSE,0.9970615871708146,0.9941566960888034,0.9888155525355146,0.9776320667951583,1,2,1.3,600,0,600,FALSE,FALSE,FALSE
20260724,5,C2四,堅,堅,TRUE,0.9059278396385456,0.817739083667086,0.9251897976672928,0.8516057109568254,1,4,2.4,600,0,600,FALSE,FALSE,FALSE
20260724,6,C2三,堅,堅,FALSE,0.9988596325646568,0.9977652262314184,0.9998936180651192,0.9997892996207232,8,4,2.1,600,0,600,FALSE,TRUE,FALSE
20260729,1,C3三,荒,堅,FALSE,0.6747629256523937,0.3537840137807895,0.9983616948984464,0.9968438590185515,6,5,2.9,600,0,600,FALSE,TRUE,FALSE
20260729,4,網掛7ハロンC3一,荒,堅,TRUE,0.4948869748623842,0.00416443275482147,0.8820336701080036,0.7830203159378265,3,3,2,600,0,600,FALSE,TRUE,TRUE
20260729,7,C2一,堅,堅,FALSE,0.999999488733369,0.9999992488649052,0.9999997204747006,0.9999994833118342,9,2,1.3,600,0,600,FALSE,FALSE,FALSE
20260729,8,C2二,堅,堅,FALSE,0.9621080701661868,0.9247441393210846,0.9566050278906052,0.913394789179838,3,2,1.3,600,0,600,FALSE,TRUE,FALSE
20260729,9,C2一,堅,堅,FALSE,0.9998480569090188,0.9996997884746124,0.9994926731788126,0.9989860427018016,6,7,1.4,600,0,600,FALSE,FALSE,FALSE
20260729,12,C1,堅,堅,FALSE,0.9982137666882912,0.9964350775782514,0.9999693220371508,0.9999386857775328,11,11,2.5,600,0,600,FALSE,TRUE,TRUE
20260730,2,C3二,堅,堅,FALSE,0.9999991228728302,0.9999982979593744,0.999999998212716,0.99999999655212,10,10,1.4,600,0,600,FALSE,TRUE,TRUE
20260730,5,古森7ハロンC2二,堅,堅,FALSE,0.8620427885507476,0.7627049070415632,0.9337666313703636,0.8702748869528696,8,4,2.8,600,0,600,TRUE,TRUE,FALSE
20260730,7,C2一,堅,堅,FALSE,0.9999977660150998,0.9999963762850632,0.9999985467704512,0.9999971215678476,2,2,1.1,600,0,600,FALSE,TRUE,TRUE
20260730,12,C2,堅,堅,TRUE,0.9952809791868829,0.9905844084078036,0.9999968607047872,0.9999937844531256,4,4,2.3,600,0,600,FALSE,TRUE,TRUE
20260731,2,C3三,堅,堅,FALSE,0.9787890895747698,0.960231256244807,0.8990167462485952,0.8062490997322901,4,9,1.9,600,0,600,FALSE,FALSE,FALSE
20260731,4,C3二,堅,堅,FALSE,0.9993468221824467,0.998894828911582,0.9999835689039076,0.9999738133128818,7,4,2.3,600,0,600,FALSE,FALSE,FALSE
20260731,8,C2一,堅,堅,FALSE,0.992412755303269,0.9857948375815182,0.9781587756182866,0.9634344743239494,1,3,2,600,0,600,FALSE,FALSE,FALSE
20260731,10,晩夏特別A2B1,堅,堅,FALSE,0.9821748389575232,0.966365904001031,0.9732842420268336,0.9592794843860574,3,3,1.8,600,0,600,FALSE,FALSE,TRUE
20260701,4,柞田7ハロン3歳C2,荒,荒,TRUE,0.9999558434570704,0.9999133709704588,0.9999999263623376,0.9999998839082748,6,6,1.2,500,0,500,FALSE,FALSE,TRUE
20260701,6,C2一,荒,荒,TRUE,0.9908975936175898,0.9834131526769508,0.9974388371242876,0.995042357250784,8,8,1.6,500,0,500,FALSE,FALSE,TRUE
20260702,4,粟生スプリントC3,荒,荒,TRUE,0.9999756763715963,0.9999543593401128,0.9999981250455194,0.9999968982556184,9,9,1.4,500,0,500,FALSE,TRUE,TRUE
