week,label,n_races,win_bets,win_hit_rate,win_roi_pct,place_bets,place_roi_pct,sanren_bets,sanren_hit_rate,sanren_roi_pct,sanrentan_bets,sanrentan_hit_rate,sanrentan_roi_pct,wide_bets,wide_roi_pct,win_ken_share,exotic_ken_share,exotic_high_share
2026-W27,2026-W27,36,21,0.42857142857142855,81.9047619047619,21,76.19047619047619,30,0.43333333333333335,103.23529411764707,20,0.2,130.5,30,106.74698795180724,0.5833333333333334,0.5833333333333334,0.8333333333333334
2026-W28,2026-W28,36,24,0.5833333333333334,107.5,24,102.49999999999999,32,0.46875,76.59459459459458,25,0,0,32,85.75,0.6666666666666666,0.6944444444444444,0.8888888888888888
2026-W29,2026-W29,36,27,0.5925925925925926,88.51851851851852,27,81.11111111111111,30,0.36666666666666664,71.63841807909604,27,0.2222222222222222,195.46296296296296,30,70,0.75,0.7777777777777778,0.8333333333333334
2026-W30,2026-W30,36,20,0.35,55.00000000000001,20,77.5,35,0.34285714285714286,53.230769230769226,20,0.15,142.625,35,65.63829787234042,0.5555555555555556,0.5555555555555556,0.9722222222222222
2026-W31,2026-W31,35,25,0.56,99.6,25,86.8,30,0.4666666666666667,56.55172413793104,24,0.125,42.1875,30,85.75342465753425,0.7142857142857143,0.7428571428571429,0.8571428571428571
