exotic_profile,exotic_high_lab,n_races,win_hit_rate,win_roi_pct,sanren_hit_rate,sanren_roi_pct,wide_roi_pct
堅,high,336,0.5565476190476191,88.20261437908496,0.44047619047619047,80.29353233830847,84.6268656716418
堅,normal,15,0.6,111.42857142857143,0,NA,NA
荒,high,72,0.5138888888888888,240,0.3472222222222222,66.48611111111111,91.99074074074073
荒,normal,68,0.3235294117647059,65.9375,0,NA,NA
