label,n_races,win_bets,win_hit_rate,win_roi_pct,place_bets,place_roi_pct,sanren_bets,sanren_hit_rate,sanren_roi_pct,sanrentan_bets,sanrentan_hit_rate,sanrentan_roi_pct,wide_bets,wide_roi_pct,win_ken_share,exotic_ken_share,exotic_high_share
2026-07,179,117,0.5128205128205128,87.86324786324786,117,85.21367521367522,157,0.4140127388535032,71.72031076581577,116,0.13793103448275862,101.31465517241381,157,82.46913580246914,0.6536312849162011,0.6703910614525139,0.8770949720670391
