win_profile,win_high_lab,n_races,win_hit_rate,win_roi_pct,sanren_hit_rate,sanren_roi_pct,wide_roi_pct
堅,high,337,0.5548961424332344,86.40949554896142,0.39465875370919884,82.47084952803998,83.43096234309624
堅,normal,16,0.5,111.25,0.375,107.94871794871794,119.41176470588235
荒,high,64,0.515625,NA,0.3125,71.15942028985506,80.53571428571429
荒,normal,74,0.36486486486486486,NA,0.1891891891891892,51.005917159763314,106.1864406779661
