win_profile,n_races,win_hit_rate,win_roi_pct,sanren_hit_rate,sanren_roi_pct,wide_roi_pct
堅,353,0.5524079320113314,87.53541076487252,0.3937677053824363,83.01086956521739,84.26430517711172
荒,138,0.43478260869565216,NA,0.2463768115942029,63.5056179775281,91.11888111888112
