bet_group,n_races,mean_model_ev,median_model_ev,share_ev_ge_1,win_hit_rate,place_hit_rate,hypothetical_win_roi_pct,hypothetical_place_roi_pct,actual_win_roi_pct,actual_place_roi_pct
played,395,1.6325691588666815,1.594429362177138,0.9493670886075949,0.5443037974683544,0.850632911392405,84.68354430379746,94.17721518987342,84.68354430379746,94.17721518987342
skipped,86,2.044922050440549,1.7851073639288824,0.9883720930232558,0.4418604651162791,0.7674418604651163,78.13953488372093,88.83720930232558,NA,NA
